address,sbl_long,sbl_short,sale_price,sale_date,assessment,prop_type,lot_size,yr_blt,sqft,bedrooms,baths,fireplaces
"42 CORNWALL, Buffalo",1013100004010000,101.31-4-10,"$30,000",10/5/2018,"$39,000",Residential - 1 Family ResOld style,30 x 118,1919,988,3,1,0
"34 MANCHESTER, Buffalo",0887600004016000,88.76-4-16,"$297,975",10/5/2018,"$288,000",Residential - 2 Family ResOld style,35 x 136,1900,"3,040",6,2,0
"41 MANCHESTER, Buffalo",0887600003041000,88.76-3-41,"$285,000",10/5/2018,"$293,000",Residential - 2 Family ResOld style,34 x 135,1900,"2,952",6,2,0
"880 ELMWOOD, Buffalo",0897700004017000,89.77-4-17,"$285,000",10/4/2018,"$68,000",Vacant Land - Vacant comm ,38 x 180,,,,,
"201 PORTSIDE, Buffalo",1105900001003200201,110.59-1-3.2/201,"$675,000",10/4/2018,"$678,000",Residential - 1 Family ResOther style,11 x 66,1989,"2,400",3,2.5,1
"194 FOX, Buffalo",1112700002007100,111.27-2-7.1,"$44,500",10/4/2018,"$24,000",Residential - 1 Family ResOld style,60 x 132,1900,"1,386",3,1,0
"331 ST LAWRENCE, Buffalo",0784100005013000,78.41-5-13,"$137,000",10/4/2018,"$154,000",Residential - 2 Family ResOld style,32.75 x 128,1928,"1,812",4,2,0
"597 LAFAYETTE AVE, Buffalo",1002200001049000,100.22-1-49,"$360,000",10/4/2018,"$397,000",Residential - 1 Family ResOld style,40 x 135,1910,"2,940",4,3.5,0
"195 FOURTEENTH, Buffalo",0996000009025000,99.60-9-25,"$470,000",10/4/2018,"$436,000",Commercial - Det row bldg ,28 x 143,,,,,
"503 MASSACHUSETTS, Buffalo",0994400005005000,99.44-5-5,"$240,000",10/4/2018,"$209,000",Residential - 2 Family ResOld style,32.5 x 116,1900,"2,582",6,2,1
"116 DELAVAN EAST, Buffalo",0897400006055000,89.74-6-55,"$80,000",10/4/2018,"$52,000",Residential - 2 Family ResOld style,33.06 x 120,1916,"2,346",6,2,0
"24 JUNIOR, Buffalo",1332700009024000,133.27-9-24,"$110,000",10/4/2018,"$80,000",Residential - 2 Family ResOld style,34 x 105,1910,"1,936",6,2,0
"310 MADISON, Buffalo",1115000001009000,111.50-1-9,"$16,500",10/3/2018,"$18,000",Residential - 1 Family ResOld style,30 x 109,1918,942,4,1,0
"2419 SENECA, Buffalo",1334300004019000,133.43-4-19,"$158,500",10/3/2018,"$109,000",Commercial - Det row bldg ,66 x 153,,,,,
"100 HOMER, Buffalo",0785500004014000,78.55-4-14,"$224,000",10/3/2018,"$189,000",Residential - 1 Family ResOld style,35 x 150,1922,"1,688",3,1.5,1
"42 POULTNEY, Buffalo",0903100003012000,90.31-3-12,"$54,900",10/3/2018,"$49,000",Residential - 2 Family ResOld style,30 x 112,1915,"2,036",4,2,0
"20 PEACE, Buffalo",1014900005024000,101.49-5-24,"$80,000",10/3/2018,"$66,000",Residential - 2 Family ResOld style,34 x 105,1925,"3,047",5,2,0
"16 PARKVIEW, Buffalo",1332600002026000,133.26-2-26,"$103,000",10/3/2018,"$104,000",Residential - 1 Family ResOld style,25 x 109,1903,"1,394",3,1,0
"165 LOCKWOOD, Buffalo",1334600005051000,133.46-5-51,"$112,000",10/2/2018,"$111,000",Residential - 2 Family ResOld style,30 x 109,1900,"1,865",4,3,0
"711 DELAVAN WEST, Buffalo",0897800001080000,89.78-1-80,"$389,000",10/2/2018,"$391,000",Residential - 3 Family ResOld style,35 x 120,1903,"3,224",7,3,2
"452 RICHMOND, Buffalo",0993600007005000,99.36-7-5,"$550,000",10/2/2018,"$516,000",Commercial - Apartment ,50 x 0,,,,,
"77 RIVERSIDE, Buffalo",0775600002023000,77.56-2-23,"$135,000",10/2/2018,"$85,000",Residential - 2 Family ResOld style,30 x 110,1925,"2,134",6,2,0
"100 WRIGHT, Buffalo",0906700002015000,90.67-2-15,"$83,250",10/2/2018,"$63,000",Residential - 1 Family ResOld style,35 x 124,1925,"1,217",3,1,0
"31 PERSHING, Buffalo",1007400003054000,100.74-3-54,"$38,000",10/2/2018,"$21,000",Residential - 1 Family ResOld style,30 x 150,1885,"1,600",3,1,0
"140 SHEFFIELD, Buffalo",1335600001062000,133.56-1-62,"$140,000",10/2/2018,"$105,000",Residential - 2 Family ResOld style,30 x 116,1928,"1,519",4,2,0
"353 CABLE, Buffalo",1232600005026000,123.26-5-26,"$117,000",10/2/2018,"$56,000",Residential - 1 Family ResOld style,30 x 100,1920,"1,030",3,1,0
"49 MINNESOTA, Buffalo",0797000001009000,79.70-1-9,"$96,200",10/2/2018,"$99,000",Residential - 2 Family ResOld style,40 x 130,1920,"2,845",6,2,2
"505 LISBON, Buffalo",0797300002010000,79.73-2-10,"$90,000",10/2/2018,"$62,000",Residential - 2 Family ResOld style,30 x 111,1922,"1,753",5,2,0
"392 PORTER, Buffalo",0997500005002000,99.75-5-2,"$208,000",10/2/2018,"$234,000",Residential - 1 Family ResOld style,16.75 x 73,1900,"2,672",4,3.5,0
"977 LOVEJOY, Buffalo",1124900001009000,112.49-1-9,"$76,000",10/2/2018,"$44,000",Residential - 1 Family ResOld style,30 x 130,1900,"1,626",3,1.5,0
"115 PONTIAC SOUTH, Buffalo",1235100005035000,123.51-5-35,"$115,000",10/2/2018,"$109,000",Residential - 1 Family ResCape cod,40 x 104,1950,"1,241",2,1,0
"1503 SENECA, Buffalo",1230900005005100,123.09-5-5.1,"$165,000",10/1/2018,"$290,000",Commercial - Small Retail ,133 x 103,,,,,
"86 NORWOOD, Buffalo",1005300001038000,100.53-1-38,"$699,900",10/1/2018,"$723,000",Residential - 2 Family ResOld style,45 x 178,1890,"5,344",7,3.5,4
"540 EGGERT, Buffalo",0798200003024000,79.82-3-24,"$87,000",10/1/2018,"$75,000",Residential - 1 Family ResOld style,45 x 115,1923,"1,904",3,3,1
"214 HERMAN, Buffalo",1008300005023000,100.83-5-23,"$33,000",10/1/2018,"$20,000",Residential - 2 Family ResOld style,25 x 132,1930,"2,025",5,2,0
"58 WEX, Buffalo",1017300005002000,101.73-5-2,"$99,000",10/1/2018,"$43,000",Residential - 2 Family ResCape cod,60 x 105,1954,"1,928",5,2,0
"330 DEARBORN, Buffalo",0883300001004000,88.33-1-4,"$60,000",10/1/2018,"$58,000",Residential - 1 Family ResOld style,25 x 99,1900,"1,528",3,1,0
"14 CAMDEN, Buffalo",0786200001023000,78.62-1-23,"$198,000",10/1/2018,"$148,000",Residential - 2 Family ResOld style,35 x 115,1921,"2,236",4,2,0
"58 POULTNEY, Buffalo",0903100003007000,90.31-3-7,"$45,000",10/1/2018,"$48,000",Residential - 1 Family ResOld style,35 x 112,1915,"1,702",4,1,0
"85 LANDON, Buffalo",1005000007023000,100.50-7-23,"$50,000",10/1/2018,"$32,000",Residential - 1 Family ResOld style,33 x 112,1900,"1,986",4,1.5,1
"297 BENZINGER, Buffalo",1123400004037000,112.34-4-37,"$120,000",10/1/2018,"$57,000",Residential - 2 Family ResOld style,30 x 134,1910,"1,700",4,2,0
"690 FERRY WEST, Buffalo",1003000001033000,100.30-1-33,"$1,200,000",10/1/2018,"$714,000",Residential - 1 Family ResMansion,70 x 281,1930,"5,887",6,5.5,6
"83 PAWNEE, Buffalo",1236500003003000,123.65-3-3,"$138,000",10/1/2018,"$146,000",Residential - 1 Family ResOld style,33.5 x 100,1921,"2,025",3,2,1
"1880 SENECA, Buffalo",1237200004010000,123.72-4-10,"$150,000",10/1/2018,"$163,000",Commercial - Det row bldg ,38 x 120,,,,,
"1336 BAILEY, Buffalo",1124000002016000,112.40-2-16,"$73,500",10/1/2018,"$53,000",Residential - 2 Family ResOld style,30 x 125,1920,"2,244",6,2,0
"75 JOHNSON PK, Buffalo",1112900008032000,111.29-8-32,"$275,000",10/1/2018,"$237,000",Residential - 1 Family ResOld style,28 x 128,1866,"2,330",5,1,0
"147 GOLD, Buffalo",1125000005043000,112.50-5-43,"$54,000",10/1/2018,"$72,000",Residential - 2 Family ResOld style,30 x 134,1910,"2,200",6,2,0
"28 PARKVIEW, Buffalo",1332600002021000,133.26-2-21,"$49,000",9/28/2018,"$62,000",Residential - 1 Family ResOld style,25 x 109,1903,"1,360",2,1,0
"10 AVERY, Buffalo",0784700003028000,78.47-3-28,"$150,000",9/28/2018,"$127,000",Residential - 2 Family ResOld style,34 x 98,1927,"1,940",4,2,0
"91 OGDEN SOUTH, Buffalo",1235900006011110,123.59-6-11.11,"$139,000",9/28/2018,"$123,000",Residential - 1 Family ResRanch,55 x 95,1992,"1,092",3,1,0
"16 DUERSTEIN, Buffalo",1333400003026000,133.34-3-26,"$42,500",9/28/2018,"$77,000",Residential - 2 Family ResOld style,43 x 107,1920,"2,214",5,2,0
"426 NORMAL, Buffalo",0995000003020000,99.50-3-20,"$60,000",9/28/2018,"$51,000",Residential - 1 Family ResOld style,27 x 149,1910,"1,766",4,1.5,0
"666 FERRY WEST, Buffalo",1003000001077000,100.30-1-77,"$224,900",9/28/2018,"$225,000",Residential - 1 Family ResTownhouse,20.1 x 32.75,1980,"1,320",2,1.5,0
"372 DORRANCE, Buffalo",1338100003043000,133.81-3-43,"$120,000",9/28/2018,"$125,000",Residential - 1 Family ResRanch,40 x 80,1957,"1,012",3,1,0
"127 EDNA, Buffalo",1006400004011100,100.64-4-11.1,"$235,000",9/28/2018,"$163,000",Residential - Multiple resOld style,58.86 x 134.03,1900,"2,576",6,2,0
"315 MINNESOTA, Buffalo",0797200006017000,79.72-6-17,"$71,000",9/28/2018,"$126,000",Commercial - Apartment ,40 x 150,,,,,
"25 ELMVIEW, Buffalo",0892100006063000,89.21-6-63,"$260,000",9/28/2018,"$185,000",Residential - 2 Family ResOld style,35 x 105,1925,"2,767",6,2,0
"94 SATTLER, Buffalo",1015000002002000,101.50-2-2,"$38,000",9/28/2018,"$41,000",Residential - 1 Family ResOld style,30 x 114,1914,"1,449",3,1,0
"88 EIGHTEENTH, Buffalo",0994400001017000,99.44-1-17,"$100,000",9/28/2018,"$175,000",Residential - 2 Family ResOld style,30 x 75,1926,"2,254",6,2,0
"393 ONTARIO, Buffalo",0775000001002000,77.50-1-2,"$33,500",9/28/2018,"$58,000",Residential - 2 Family ResOld style,33 x 110,1920,"1,280",4,2,0
"768 DELAWARE, Buffalo",1006200002005120,100.62-2-5.12,"$3,150,000",9/28/2018,"$3,200,000",Commercial - Office bldg. ,214 x 0,,,,,
"37 CLAY, Buffalo",0883500002009000,88.35-2-9,"$20,500",9/28/2018,"$23,000",Residential - 1 Family ResCottage,30 x 110,1877,"1,069",3,1,0
"33 SCHRECK, Buffalo",0907200002010000,90.72-2-10,"$27,000",9/28/2018,"$39,000",Residential - 2 Family ResOld style,30 x 120,1920,"1,440",4,2,0
"43 ARKANSAS, Buffalo",0994200003002000,99.42-3-2,"$115,000",9/28/2018,"$95,000",Residential - 1 Family ResOld style,25 x 110,1917,"1,534",4,1,0
"555 GOODYEAR, Buffalo",1014700003020000,101.47-3-20,"$2,700",9/28/2018,"$2,000",Vacant Land - Res vac land ,30 x 109,,,,,
"61 MIAMI, Buffalo",1221000002002200,122.10-2-2.2,"$325,000",9/28/2018,"$140,000",Commercial - Auto body ,97.21 x 150,,,,,
"58 SELKIRK, Buffalo",1224300003022000,122.43-3-22,"$72,100",9/27/2018,"$70,000",Residential - 1 Family ResOld style,30 x 120,1899,"1,636",4,1.5,0
"129 DAVIDSON, Buffalo",0903400005003000,90.34-5-3,"$45,000",9/27/2018,"$39,000",Residential - 1 Family ResOld style,32 x 105,1922,961,2,1,0
"120 WEST, Buffalo",1102800006007000,110.28-6-7,"$220,000",9/27/2018,"$160,000",Residential - 2 Family ResOld style,50 x 38,1890,"2,340",5,2,0
"66 MIDDLEBURY, Buffalo",0890600007023000,89.06-7-23,"$665,000",9/27/2018,"$540,000",Residential - 1 Family ResRanch,60 x 0,1963,"2,975",3,2.5,2
"80 KAIL, Buffalo",0882600001023000,88.26-1-23,"$96,000",9/27/2018,"$33,000",Residential - 1 Family ResOld style,37 x 100,1880,"1,263",2,1,0
"256 ROESCH, Buffalo",0772500003023000,77.25-3-23,"$137,000",9/27/2018,"$83,000",Residential - 2 Family ResOld style,30 x 120,1929,"2,340",6,2,0
"31 HUMPHREY, Buffalo",0776400005031000,77.64-5-31,"$94,000",9/27/2018,"$88,000",Residential - 2 Family ResOld style,30 x 110,1930,"2,104",6,2,0
"273 POTOMAC, Buffalo",0887500005001000,88.75-5-1,"$150,000",9/27/2018,"$151,000",Residential - 2 Family ResOld style,30 x 99,1850,"2,576",5,2,0
"433 BRECKENRIDGE, Buffalo",0993600002001000,99.36-2-1,"$265,000",9/27/2018,"$188,000",Residential - 1 Family ResOld style,30 x 95,1890,"2,051",5,1.5,1
"121 NEWFIELD, Buffalo",0773400004032000,77.34-4-32,"$73,000",9/27/2018,"$62,000",Residential - 1 Family ResOld style,30 x 107,1925,"1,134",4,1,0
"175 CANTWELL, Buffalo",1337200004018000,133.72-4-18,"$152,000",9/27/2018,"$141,000",Residential - 1 Family ResCape cod,52.5 x 105,1953,"1,302",3,1,0
"29 TERESA, Buffalo",1333400002035000,133.34-2-35,"$203,500",9/27/2018,"$108,000",Commercial - Apartment ,54.5 x 49.9,,,,,
"53 ACADEMY, Buffalo",1015800005011000,101.58-5-11,"$38,000",9/27/2018,"$67,000",Residential - 1 Family ResRanch,35 x 140,1952,"1,599",4,1,0
"1261 HERTEL, Buffalo",0787200003001000,78.72-3-1,"$240,000",9/27/2018,"$218,000",Commercial - Gas station ,150 x 80,,,,,
"41 HAMLIN, Buffalo",1002600004012000,100.26-4-12,"$160,000",9/26/2018,"$61,000",Residential - 2 Family ResOld style,36 x 105,1931,"1,627",4,2,0
"30 MINTON, Buffalo",1223500002061000,122.35-2-61,"$63,500",9/26/2018,"$37,000",Residential - 2 Family ResOld style,30 x 102,1870,"1,718",4,2,0
"52 WOOD, Buffalo",1017300004007000,101.73-4-7,"$20,000",9/26/2018,"$33,000",Residential - 2 Family ResOld style,30 x 105,1913,"1,040",4,2,0
"115 WOODWARD, Buffalo",0895000005033000,89.50-5-33,"$297,000",9/26/2018,"$238,000",Residential - 1 Family ResOld style,35 x 130,1930,"1,728",3,1,1
"470 DELAVAN WEST, Buffalo",0888400003032000,88.84-3-32,"$279,500",9/26/2018,"$230,000",Residential - 1 Family ResOld style,30 x 89,1900,"1,988",4,1.5,0
"101 CUSTER, Buffalo",0795400004073000,79.54-4-73,"$80,000",9/26/2018,"$68,000",Residential - 2 Family ResOld style,30 x 111,1925,"1,695",4,2,0
"1221 LOVEJOY, Buffalo",1125100003006000,112.51-3-6,"$135,000",9/26/2018,"$157,000",Commercial - Det row bldg ,33 x 120,,,,,
"22 EAST END, Buffalo",1012700004014000,101.27-4-14,"$49,000",9/26/2018,"$49,000",Residential - 1 Family ResOld style,30 x 111,1937,"1,263",3,1,0
"245 DEARBORN, Buffalo",0884100003028000,88.41-3-28,"$137,750",9/26/2018,"$102,000",Residential - 1 Family ResOld style,32.45 x 88.2,1910,"2,606",5,4,0
"323 GANSON, Buffalo",1220900002010000,122.09-2-10,"$1,800,000",9/26/2018,"$265,000",Commercial - Other Storage ,124 x 226.88,,,,,
"1199 WEST, Buffalo",0887400006024000,88.74-6-24,"$49,999",9/26/2018,"$64,000",Residential - 2 Family ResOld style,31 x 98,1925,"2,244",4,2,0
"185 ST LAWRENCE, Buffalo",0784000004012000,78.40-4-12,"$105,900",9/26/2018,"$127,000",Residential - 1 Family ResCape cod,38.9 x 104,1948,864,3,1,0
"164 LANCASTER, Buffalo",1002200002017000,100.22-2-17,"$465,000",9/26/2018,"$337,000",Residential - 2 Family ResOld style,35 x 120,1900,"2,790",4,3,1
"112 ALBERT, Buffalo",0775800002025000,77.58-2-25,"$77,000",9/26/2018,"$56,000",Residential - 1 Family ResCape cod,44 x 100,1952,936,2,1,0
"385 LINWOOD AVE, Buffalo",1003900002026200,100.39-2-26.2,"$320,000",9/26/2018,"$368,000",Residential - 3 Family ResOld style,50 x 160,1900,"5,029",8,4,3
"74 OAKGROVE, Buffalo",0897500008016000,89.75-8-16,"$172,000",9/26/2018,"$147,000",Residential - 1 Family ResOld style,31 x 120,1910,"1,703",3,1.5,0
"1618 WILLIAM, Buffalo",1125700003017000,112.57-3-17,"$51,000",9/26/2018,"$58,000",Residential - 1 Family ResOld style,30 x 135,1920,"1,167",3,1,0
"106 MORRIS EAST, Buffalo",0902100004020000,90.21-4-20,"$214,000",9/26/2018,"$210,000",Residential - 2 Family ResOld style,45 x 106,1942,"2,570",4,2,2
"160 THOMPSON, Buffalo",0883300004007000,88.33-4-7,"$4,250",9/25/2018,"$4,000",Vacant Land - Res vac land ,33 x 100,,,,,
"73 DUERSTEIN, Buffalo",1333500003017000,133.35-3-17,"$99,000",9/25/2018,"$101,000",Residential - 2 Family ResOld style,35 x 107,1911,"2,448",6,2,0
"1310 AMHERST ST, Buffalo",0788100004016000,78.81-4-16,"$321,300",9/25/2018,"$317,000",Residential - 2 Family ResOld style,40 x 163,1920,"2,890",6,3,2
"130 VILLA, Buffalo",0783900002027000,78.39-2-27,"$118,000",9/25/2018,"$125,000",Residential - 1 Family ResOld style,35 x 100,1923,"1,320",4,2,0
"231 OGDEN SOUTH, Buffalo",1235100004029000,123.51-4-29,"$126,000",9/25/2018,"$101,000",Residential - 1 Family ResCape cod,44 x 104,1940,"1,138",2,1,0
"130 SATTLER, Buffalo",1014200002034000,101.42-2-34,"$46,000",9/25/2018,"$39,000",Residential - 1 Family ResOld style,60 x 114,1900,"1,294",5,1.5,0
"90 FARMER, Buffalo",0882500001013000,88.25-1-13,"$92,900",9/25/2018,"$50,000",Residential - 1 Family ResOld style,28 x 85,1900,"1,752",3,2,0
"243 STOCKBRIDGE, Buffalo",0902400002002000,90.24-2-2,"$47,000",9/25/2018,"$47,000",Residential - 2 Family ResOld style,35 x 102,1930,"1,747",3,2,0
"395 GANSON, Buffalo",1220900002001200,122.09-2-1.2,"$345,000",9/25/2018,"$350,000",Industrial - Manufacture ,147 x 0,,,,,
"226 WOODWARD, Buffalo",0894200001010000,89.42-1-10,"$296,000",9/24/2018,"$280,000",Residential - 1 Family ResOld style,35 x 185,1900,"2,556",4,2,1
"100 FORDHAM, Buffalo",0893000001001000,89.30-1-1,"$420,000",9/24/2018,"$294,000",Residential - 1 Family ResOld style,40 x 122,1910,"2,014",5,2,1
"80 MOHR ST, Buffalo",1123000008013100,112.30-8-13.1,"$43,350",9/24/2018,"$24,000",Residential - 1 Family ResOld style,60 x 120,1838,"1,124",4,1,0
"402 COLVIN, Buffalo",0785700001009000,78.57-1-9,"$269,900",9/24/2018,"$224,000",Residential - 2 Family ResOld style,35 x 125,1930,"2,848",6,2,0
"369 COLVIN, Buffalo",0785700007020000,78.57-7-20,"$225,000",9/24/2018,"$223,000",Residential - 2 Family ResOld style,33.33 x 175,1930,"2,832",6,2,0
"338 GIBSON, Buffalo",1113600004010000,111.36-4-10,"$44,000",9/24/2018,"$22,000",Residential - 2 Family ResOld style,30 x 110,1910,"2,231",6,2,0
"34 WARREN, Buffalo",1123700005020000,112.37-5-20,"$45,000",9/24/2018,"$31,000",Residential - 2 Family ResOld style,30 x 100,1900,"2,182",5,2,0
"319 CONNECTICUT, Buffalo",0996700007001000,99.67-7-1,"$450,000",9/24/2018,"$350,000",Commercial - Det row bldg ,34 x 116,,,,,
"60 SUNNYSIDE, Buffalo",0776800001005000,77.68-1-5,"$130,000",9/23/2018,"$78,000",Residential - 2 Family ResOld style,35 x 115,1920,"2,344",6,2,0
"34 BOLTON, Buffalo",1225000003009100,122.50-3-9.1,"$90,000",9/21/2018,"$52,000",Residential - 2 Family ResOld style,60 x 107,1890,"2,068",5,2,0
"222 BENZINGER, Buffalo",1124200003020000,112.42-3-20,"$80,000",9/21/2018,"$8,900",Vacant Land - Vac w/imprv ,30 x 134,,,,,
"120 MONTROSE, Buffalo",0793800010009000,79.38-10-9,"$140,601",9/21/2018,"$121,000",Residential - 1 Family ResOld style,34 x 100,1925,"1,102",2,1,0
"1885 HERTEL, Buffalo",0787600003003000,78.76-3-3,"$236,000",9/21/2018,"$166,000",Residential - 2 Family ResOld style,40 x 200,1910,"2,406",4,2,1
"38 EIGHTEENTH, Buffalo",0994400009013000,99.44-9-13,"$88,000",9/21/2018,"$144,000",Residential - 1 Family ResCottage,30 x 100,1880,"1,164",4,2,0
"310 NORWOOD, Buffalo",1003700001014000,100.37-1-14,"$350,000",9/21/2018,"$373,000",Residential - 1 Family ResOld style,35 x 98,1900,"3,254",5,2.5,2
"82 BEATRICE, Buffalo",0774100002021000,77.41-2-21,"$92,500",9/21/2018,"$71,000",Residential - 1 Family ResOld style,30 x 132,1920,"1,166",3,1,0
"66 CHADDUCK, Buffalo",0774100004021000,77.41-4-21,"$105,000",9/21/2018,"$73,000",Residential - 1 Family ResOld style,39.5 x 110,1925,"1,302",3,1,0
"500 MCKINLEY PKWY, Buffalo",1334800001022000,133.48-1-22,"$178,000",9/21/2018,"$153,000",Residential - 1 Family ResOld style,40 x 131,1920,"1,680",4,1,1
"127 PROGRESSIVE, Buffalo",0776500005037000,77.65-5-37,"$115,000",9/21/2018,"$68,000",Residential - 2 Family ResOld style,32 x 128,1917,"1,966",4,2,0
"752 TACOMA, Buffalo",0786700002021000,78.67-2-21,"$292,000",9/21/2018,"$209,000",Residential - 2 Family ResOld style,38 x 129,1923,"2,652",6,2,0
"310 WINSLOW, Buffalo",1004400005046000,100.44-5-46,"$65,000",9/21/2018,"$32,000",Residential - 2 Family ResOld style,30 x 103,1910,"2,346",6,2,0
"276 STOCKBRIDGE, Buffalo",0798000004037000,79.80-4-37,"$65,000",9/21/2018,"$50,000",Residential - 1 Family ResOld style,35 x 100,1920,"1,176",3,1,0
"427 WOHLERS, Buffalo",1003500002056000,100.35-2-56,"$60,000",9/21/2018,"$44,000",Residential - 2 Family ResOld style,35 x 105,1900,"2,588",6,2,0
"36 LORRAINE, Buffalo",1334000005052000,133.40-5-52,"$133,000",9/20/2018,"$135,000",Residential - 1 Family ResCape cod,40 x 110,1951,"1,376",2,1,0
"72 PROGRESSIVE, Buffalo",0776500007039000,77.65-7-39,"$52,000",9/20/2018,"$63,000",Residential - 2 Family ResOld style,30 x 128,1900,"2,452",6,2,0
"116 MILITARY, Buffalo",0882700001022000,88.27-1-22,"$74,000",9/20/2018,"$52,000",Residential - 1 Family ResOld style,32 x 57.4,1900,"1,420",3,1,0
"315 SMITH, Buffalo",1224300003001000,122.43-3-1,"$30,000",9/20/2018,"$32,000",Residential - 2 Family ResOld style,30 x 125,1898,"3,008",6,2,1
"175 STEWART, Buffalo",1015100003001000,101.51-3-1,"$81,000",9/20/2018,"$71,000",Residential - 2 Family ResOld style,40 x 145,1930,"1,740",3,2,0
"173 REIMAN, Buffalo",1123500004005000,112.35-4-5,"$71,000",9/20/2018,"$62,000",Residential - 1 Family ResOld style,33.5 x 120,1920,"1,347",3,2,0
"491 PORTER, Buffalo",0997600005002000,99.76-5-2,"$238,000",9/20/2018,"$298,000",Residential - 1 Family ResOld style,30 x 32.08,1902,"1,802",3,1.5,0
"129 SHENANDOAH, Buffalo",1336700004005000,133.67-4-5,"$180,700",9/20/2018,"$166,000",Residential - 1 Family ResOld style,40 x 140,1925,"1,746",3,1,0
"53 SPRENGER, Buffalo",1015100001002000,101.51-1-2,"$60,000",9/20/2018,"$52,000",Residential - 1 Family ResOld style,30 x 159,1928,"1,510",4,1,0
"254 SHERMAN, Buffalo",1114300011010000,111.43-11-10,"$20,000",9/19/2018,"$26,000",Residential - 2 Family ResOld style,30 x 105,1900,"2,400",6,2,0
"339 NORFOLK, Buffalo",0907200001046000,90.72-1-46,"$70,000",9/19/2018,"$42,000",Residential - 1 Family ResOld style,35 x 108,1900,"1,652",4,2,0
"31 BAXTER, Buffalo",0774000002028000,77.40-2-28,"$115,000",9/19/2018,"$77,000",Residential - 1 Family ResOld style,30 x 110,1915,"1,368",3,1.5,1
"122 WILKES, Buffalo",0906600006016000,90.66-6-16,"$47,000",9/19/2018,"$54,000",Residential - 2 Family ResOld style,30 x 126,1925,"1,841",4,2,0
"524 ONTARIO, Buffalo",0774200001023000,77.42-1-23,"$82,000",9/18/2018,"$101,000",Commercial - Det row bldg ,35 x 130,,,,,
"80 BRIGGS, Buffalo",0775600003041000,77.56-3-41,"$137,000",9/18/2018,"$89,000",Residential - 2 Family ResOld style,30 x 110,1900,"2,156",4,2,0
"101 MILLICENT, Buffalo",0904100005005000,90.41-5-5,"$60,000",9/18/2018,"$47,000",Residential - 1 Family ResOld style,32 x 105,1925,"1,100",3,1,0
"86 GODFREY, Buffalo",0902600004014000,90.26-4-14,"$112,000",9/18/2018,"$70,000",Residential - 1 Family ResOld style,45 x 175,1939,"1,685",3,1,1
